edge_count,pentagons,triangles,squares,circles,halfcircles,blob_count,color_count,class
74,4,2,125,5,18,4,2,Surreal-Surrealism
1564,93,140,893,47,227,416,2,Expressionism
1076,32,36,664,45,236,115,2,Cubism
73,0,0,1,0,1,0,1,Minimalism-Art
319,4,2,138,12,71,45,2,Minimalism-Art
581,12,16,717,23,140,12,1,ORPHISM
277,10,11,249,12,60,17,3,Expressionism
146,0,0,15,1,5,3,3,Hard-Edge-Art
217,2,2,135,3,36,16,1,Surreal-Surrealism
137,5,2,112,6,35,23,1,ActionPainting
5476,119,5,268,11,46,9,1,Op-Art
897,17,3,375,41,139,46,1,Expressionism
90,2,4,26,3,10,6,2,Colour-Field-Painting
114,6,14,122,5,34,42,1,ActionPainting
583,31,35,382,35,175,104,3,Post-impressionism
18,0,0,2,1,0,0,2,Colour-Field-Painting
34,0,0,2,0,0,0,1,Colour-Field-Painting
2440,124,175,2129,134,881,482,1,Expressionism
168,0,0,4,0,2,1,2,Hard-Edge-Art
8,0,0,0,0,7,0,2,Minimalism-Art
2109,68,74,3253,109,616,149,2,Post-impressionism
1173,34,25,682,42,250,99,3,Expressionism
879,29,26,388,41,294,115,2,Cubism
1863,71,79,1924,87,518,368,2,ActionPainting
322,5,6,145,8,94,28,2,Surreal-Surrealism
334,1,1,57,16,58,4,1,Cubism
376,0,0,10,0,0,3,2,Colour-Field-Painting
164,2,1,11,6,4,3,2,Hard-Edge-Art
1134,80,92,767,98,510,205,4,Post-impressionism
333,17,19,233,14,119,4,1,Colour-Field-Painting
155,0,3,101,4,32,7,2,Cubism
1595,69,104,2312,87,395,210,1,Cubism
344,5,16,105,5,32,4,2,Hard-Edge-Art
1775,62,32,1545,125,730,259,2,ActionPainting
406,8,2,12,0,25,19,1,ActionPainting
2700,68,45,3938,133,880,466,2,ActionPainting
447,10,8,173,10,72,46,2,ActionPainting
733,14,26,588,27,217,41,2,ORPHISM
39,0,0,17,0,5,5,3,Surreal-Surrealism
349,1,1,84,5,33,9,2,Surreal-Surrealism
1774,9,1,64,41,142,122,1,Op-Art
978,20,11,212,22,173,284,2,Cubism
9,0,0,1,0,0,4,1,ActionPainting
866,29,35,1388,38,260,46,1,ORPHISM
233,9,15,118,6,23,0,4,Colour-Field-Painting
605,1,4,120,6,47,12,2,Surreal-Surrealism
2975,86,161,2010,103,623,301,3,Post-impressionism
247,3,2,136,10,15,26,1,Minimalism-Art
691,19,12,387,17,150,45,1,Cubism
228,12,15,75,10,51,66,2,ActionPainting
1302,0,0,72,5,53,37,1,Op-Art
871,29,39,557,37,184,35,2,ORPHISM
816,3,6,194,11,78,24,1,ActionPainting
405,24,20,376,27,153,47,1,Post-impressionism
192,7,6,59,6,30,21,1,Colour-Field-Painting
594,17,8,316,27,144,67,1,Post-impressionism
3110,13,6,1156,288,1528,249,1,Op-Art
585,8,10,78,8,36,30,2,Minimalism-Art
1045,33,48,1730,61,335,205,1,Minimalism-Art
284,0,2,51,6,27,6,2,Cubism
635,39,50,551,24,139,196,2,ActionPainting
82,1,0,22,0,1,3,2,Minimalism-Art
395,7,4,58,2,54,65,1,ActionPainting
309,28,16,193,12,56,39,1,Surreal-Surrealism
222,18,29,287,14,115,22,3,Surreal-Surrealism
1339,41,44,1085,54,380,98,3,Expressionism
651,19,12,1088,36,174,92,2,Surreal-Surrealism
245,15,21,1512,31,136,81,2,Expressionism
1316,20,18,1018,36,319,80,3,Expressionism
154,1,1,53,0,11,12,1,ActionPainting
881,283,512,2608,223,1284,466,1,ActionPainting
54,1,1,83,4,17,10,2,Post-impressionism
533,72,74,864,88,343,142,1,Expressionism
886,13,2,80,12,72,105,1,Op-Art
71,0,0,1,0,1,0,4,Hard-Edge-Art
95,1,0,34,5,23,3,1,Minimalism-Art
524,6,0,352,7,160,23,2,Cubism
527,6,9,220,9,114,22,3,ORPHISM
1921,95,153,3505,132,620,308,2,Minimalism-Art
225,8,23,155,14,62,16,1,ORPHISM
717,25,54,690,50,240,85,2,Expressionism
800,53,102,486,29,155,313,3,Cubism
657,7,7,274,10,113,23,2,Surreal-Surrealism
927,18,20,1159,50,233,52,1,Surreal-Surrealism
273,16,31,1001,16,70,28,2,Colour-Field-Painting
107,8,8,133,13,32,36,1,ActionPainting
2463,114,163,1344,148,846,651,2,Surreal-Surrealism
367,6,13,137,17,78,62,3,ActionPainting
1144,8,6,1178,33,260,46,2,Surreal-Surrealism
647,31,36,1684,47,212,35,2,Expressionism
235,5,0,67,2,15,9,3,Surreal-Surrealism
305,6,4,61,14,53,6,1,Surreal-Surrealism
474,12,14,173,14,92,24,1,Surreal-Surrealism
36,0,0,0,0,0,0,1,ActionPainting
3032,187,319,1580,150,883,894,3,Post-impressionism
2812,51,15,7297,356,1470,116,2,Post-impressionism
142,0,0,4,0,2,12,1,Hard-Edge-Art
122,1,4,57,1,8,2,3,Hard-Edge-Art
771,52,31,322,27,205,311,1,ActionPainting
197,8,4,90,6,49,7,2,Surreal-Surrealism
184,5,8,236,23,83,31,1,Cubism
240,18,8,158,31,114,11,2,Colour-Field-Painting
1283,71,52,706,82,342,319,3,Cubism
973,65,62,2591,57,394,75,1,Expressionism
510,15,8,136,32,177,53,1,Surreal-Surrealism
853,6,6,59,11,18,11,2,Op-Art
1157,51,129,1813,40,203,246,2,Minimalism-Art
798,46,78,416,33,194,90,3,ORPHISM
1262,63,61,5453,77,258,156,2,ORPHISM
304,3,0,32,0,6,17,1,ActionPainting
51,0,2,85,1,6,10,2,Minimalism-Art
440,14,20,41,1,32,40,1,Op-Art
966,99,360,686,52,245,66,1,Minimalism-Art
139,0,2,7,2,9,17,1,Minimalism-Art
346,17,13,145,17,145,63,2,Post-impressionism
239,6,15,110,7,54,20,1,Expressionism
365,6,3,76,7,46,10,1,Surreal-Surrealism
854,17,30,653,24,147,72,1,Cubism
64,3,2,57,6,15,8,1,Minimalism-Art
722,10,11,440,19,105,72,3,Cubism
1420,41,47,824,53,240,211,3,Expressionism
335,5,2,95,10,72,26,2,Cubism
476,20,12,429,26,119,120,3,Hard-Edge-Art
47,0,0,1,0,1,4,3,Hard-Edge-Art
403,10,14,424,22,130,30,2,Post-impressionism
1083,22,2,15,9,139,22,1,Surreal-Surrealism
117,0,4,66,7,39,8,1,Post-impressionism
201,5,7,80,3,38,6,2,Colour-Field-Painting
1593,61,72,1280,74,277,100,2,Expressionism
540,22,20,698,23,160,71,3,Expressionism
729,53,25,189,25,203,288,1,ActionPainting
421,11,17,205,12,59,14,3,Cubism
2069,21,7,108,11,124,88,1,Op-Art
27,0,0,8,0,1,2,1,ActionPainting
39,0,0,0,0,1,2,1,Hard-Edge-Art
51,2,0,185,4,14,7,1,Colour-Field-Painting
526,18,20,407,33,228,100,2,Post-impressionism
182,42,37,458,41,282,13,1,Cubism
633,5,6,210,21,55,79,2,Op-Art
553,34,28,281,20,104,61,1,Minimalism-Art
739,8,8,518,24,213,63,1,Surreal-Surrealism
2320,51,0,201,5,15,3,1,Op-Art
584,25,24,636,22,155,41,3,Expressionism
179,18,17,258,34,124,14,3,Surreal-Surrealism
114,2,3,170,2,42,8,2,Post-impressionism
309,10,9,176,11,80,53,2,Expressionism
590,12,11,271,22,119,46,1,Expressionism
1179,47,25,553,64,348,218,1,ActionPainting
180,3,0,83,4,17,2,3,ORPHISM
204,34,27,428,44,186,7,2,Colour-Field-Painting
105,2,2,13,0,9,19,2,ActionPainting
1044,0,0,4,2,11,0,1,Op-Art
1554,123,250,2989,98,542,178,2,Cubism
387,2,0,9,2,17,3,2,Op-Art
5547,114,80,18661,423,2038,362,2,Cubism
323,10,0,137,13,63,0,1,Colour-Field-Painting
946,17,13,564,30,141,67,2,Cubism
499,19,13,566,29,139,53,2,Cubism
721,25,36,366,30,182,100,2,Expressionism
189,3,0,66,2,14,16,1,ORPHISM
245,0,0,1,0,0,0,1,Colour-Field-Painting
3781,127,155,2220,206,1173,569,2,Op-Art
4474,228,287,1335,257,1299,1395,2,Surreal-Surrealism
70,0,0,4,0,5,10,2,Minimalism-Art
416,15,10,430,22,132,174,2,Post-impressionism
25,0,1,1,0,0,0,1,Hard-Edge-Art
1683,27,50,1256,51,512,167,2,Cubism
255,10,6,186,19,73,25,1,Surreal-Surrealism
901,59,83,1009,47,248,32,1,Colour-Field-Painting
333,11,9,251,14,64,12,3,ORPHISM
273,2,0,215,8,70,5,2,Cubism
527,14,8,118,14,119,109,2,Cubism
2336,96,154,2073,104,596,255,2,Post-impressionism
164,0,1,2,1,6,17,1,Minimalism-Art
2288,112,162,3116,167,911,355,1,Post-impressionism
151,0,2,107,4,25,6,1,Minimalism-Art
236,10,9,87,8,44,16,1,ActionPainting
612,48,25,2741,20,139,51,3,Post-impressionism
473,60,102,1005,69,372,82,3,Expressionism
389,8,4,66,2,53,17,2,Surreal-Surrealism
1026,17,29,398,20,137,29,2,Cubism
149,12,9,90,8,43,43,1,Colour-Field-Painting
139,0,6,62,1,8,9,3,Colour-Field-Painting
275,17,11,101,9,41,23,2,ActionPainting
947,40,44,1145,66,384,114,1,Expressionism
494,9,0,24,5,26,22,1,Op-Art
324,7,4,85,11,73,13,1,Expressionism
393,17,17,169,9,75,10,1,ORPHISM
1242,15,8,200,24,157,68,1,Cubism
467,6,14,100,11,82,4,1,Surreal-Surrealism
1605,59,81,2192,90,450,145,2,Cubism
187,1,4,55,1,31,10,2,Cubism
87,0,1,79,5,8,1,2,Hard-Edge-Art
457,37,44,513,19,187,112,1,Colour-Field-Painting
2804,143,267,5243,157,842,606,3,Expressionism
286,21,27,159,21,70,11,3,Colour-Field-Painting
131,0,0,4,0,2,1,1,Hard-Edge-Art
571,26,24,769,28,200,81,1,Minimalism-Art
591,12,1,462,17,189,41,1,Op-Art
1015,78,44,1411,75,392,298,2,Cubism
380,0,1,268,5,27,21,2,Hard-Edge-Art
109,9,40,75,5,42,31,2,ActionPainting
82,1,0,1,2,5,2,1,Minimalism-Art
378,1,5,440,18,103,26,2,Cubism
139,1,0,2,0,1,0,2,Hard-Edge-Art
680,38,70,1336,44,275,76,2,ActionPainting
387,4,4,102,3,28,9,2,Minimalism-Art
76,3,2,41,7,17,2,2,Colour-Field-Painting
4099,91,15,2936,159,600,535,1,Cubism
707,13,4,86,19,182,91,1,ActionPainting
203,3,1,56,4,47,22,1,Colour-Field-Painting
859,0,0,0,3,263,12,2,Hard-Edge-Art
1509,40,16,1757,73,488,170,1,Post-impressionism
344,5,2,157,13,62,31,2,ActionPainting
1602,32,31,546,43,402,110,2,Post-impressionism
66,0,2,41,2,2,1,1,Minimalism-Art
395,9,6,335,10,50,129,4,Expressionism
559,23,28,274,22,68,60,1,ORPHISM
23,0,0,0,0,0,0,1,Colour-Field-Painting
730,1,4,179,6,82,1,2,Expressionism
145,4,3,61,11,43,0,2,Colour-Field-Painting
2206,81,0,2499,66,712,56,1,Hard-Edge-Art
229,10,25,163,7,53,57,1,Colour-Field-Painting
219,6,3,27,7,22,39,1,ActionPainting
808,22,28,376,21,108,39,3,ORPHISM
77,0,3,29,0,17,1,1,Colour-Field-Painting
250,40,82,708,29,158,60,2,Minimalism-Art
306,5,4,114,3,58,13,2,Expressionism
1204,57,70,1464,82,376,110,2,Cubism
263,4,9,63,8,39,26,2,Post-impressionism
462,5,2,194,19,124,12,2,Surreal-Surrealism
459,30,41,376,33,199,71,3,Expressionism
1401,1,1,67,4,202,302,1,Op-Art
346,14,18,127,8,94,86,2,Expressionism
3536,5,0,572,13,141,0,3,Op-Art
139,15,7,166,20,63,18,2,Colour-Field-Painting
402,14,7,252,18,136,16,2,Expressionism
44,45,47,227,9,38,0,2,Hard-Edge-Art
113,1,0,1,1,2,28,1,Minimalism-Art
1778,90,119,1779,90,635,250,3,Post-impressionism
454,24,27,651,19,89,115,2,ActionPainting
714,30,43,389,41,206,186,1,Post-impressionism
727,19,15,1275,33,203,39,3,Post-impressionism
2478,0,0,0,0,0,2,1,Minimalism-Art
228,5,3,24,2,0,7,2,Hard-Edge-Art
1577,19,0,1013,181,807,0,1,Op-Art
248,6,7,119,7,74,6,1,Surreal-Surrealism
2399,107,144,2432,119,714,415,1,Post-impressionism
223,7,0,58,0,2,0,1,Op-Art
1006,19,43,23,0,2,1,2,Op-Art
3108,97,24,8829,216,1133,231,1,Expressionism
168,5,5,72,4,37,46,1,ActionPainting
284,15,15,218,23,58,8,1,Hard-Edge-Art
115,12,8,148,21,98,7,3,ActionPainting
2208,101,140,2749,104,671,462,2,Expressionism
85,0,0,12,0,11,2,1,Minimalism-Art
693,43,45,446,42,245,30,1,Post-impressionism
449,13,24,518,30,135,73,3,Post-impressionism
144,3,8,53,6,34,7,4,Colour-Field-Painting
90,0,1,5,1,5,5,2,ActionPainting
115,12,4,112,15,79,6,1,ActionPainting
658,59,119,862,58,228,99,1,Expressionism
355,17,25,83,6,71,50,1,Post-impressionism
1997,29,0,120,13,14,13,1,Op-Art
75,0,0,54,1,1,0,3,Hard-Edge-Art
916,5,8,145,10,47,0,1,Hard-Edge-Art
308,6,1,117,12,58,16,2,ORPHISM
1104,59,76,1616,54,259,187,2,Surreal-Surrealism
646,15,4,503,7,62,50,2,Cubism
498,15,2,557,39,167,34,1,Hard-Edge-Art
224,13,15,255,12,38,6,1,Hard-Edge-Art
123,13,0,570,23,56,33,1,ActionPainting
1852,97,63,2150,119,517,225,1,Cubism
175,5,7,180,11,51,18,2,Colour-Field-Painting
63,0,0,0,0,2,9,1,Op-Art
429,18,16,954,21,113,38,1,ORPHISM
518,29,41,1123,34,148,6,3,Colour-Field-Painting
2395,143,255,2861,179,815,823,3,Expressionism
734,24,27,1664,22,158,64,1,Cubism
1550,46,147,439,26,233,426,1,Expressionism
258,2,7,129,0,34,6,1,Surreal-Surrealism
169,3,2,71,4,19,1,2,Hard-Edge-Art
196,9,6,133,5,25,6,1,Minimalism-Art
210,6,3,67,7,23,38,1,ActionPainting
1964,68,102,212,28,154,271,1,Minimalism-Art
75,0,0,2,0,0,2,2,Hard-Edge-Art
277,0,2,5,0,2,0,1,Minimalism-Art
716,10,4,174,27,218,42,3,Cubism
3904,231,376,3187,277,1618,1177,1,Post-impressionism
440,1,5,49,5,39,23,1,ActionPainting
449,13,7,119,9,70,28,2,Surreal-Surrealism
1199,0,0,19,14,408,194,1,Op-Art
130,5,14,173,12,53,7,2,ActionPainting
443,0,0,1,0,0,100,1,ActionPainting
759,43,37,3382,29,178,105,3,Expressionism
110,0,0,54,0,10,3,2,ORPHISM
30,3,0,30,3,19,3,2,ActionPainting
314,1,3,12,1,5,19,1,ActionPainting
165,1,1,49,5,70,10,1,Op-Art
2617,182,280,1688,143,763,287,1,ORPHISM
231,8,0,20,0,1,0,3,Hard-Edge-Art
68,31,14,325,46,157,87,1,ActionPainting
111,0,1,12,1,3,4,3,Hard-Edge-Art
18,0,0,1,0,0,0,1,Minimalism-Art
490,18,11,406,22,208,50,3,Post-impressionism
11,0,0,1,0,0,0,1,ActionPainting
37,8,11,106,8,21,0,2,Minimalism-Art
677,40,36,857,61,337,171,2,Minimalism-Art
745,14,13,348,35,179,72,2,ORPHISM
733,4,0,115,12,37,27,3,Op-Art
55,2,2,14,2,9,10,1,Minimalism-Art
614,66,60,844,67,321,92,1,Colour-Field-Painting
165,0,0,26,0,18,12,1,Cubism
103,0,0,5,0,4,5,1,Minimalism-Art
304,55,63,1764,98,380,17,2,Colour-Field-Painting
29,0,0,2,0,0,0,3,Hard-Edge-Art
1187,69,96,1626,82,344,68,3,ORPHISM
222,3,13,92,6,43,0,1,Colour-Field-Painting
476,16,14,241,18,106,73,1,ActionPainting
733,30,50,1200,37,285,179,3,Minimalism-Art
281,6,1,306,7,57,20,1,Surreal-Surrealism
10,0,0,1,0,1,0,1,Minimalism-Art
826,66,89,544,31,246,105,3,Surreal-Surrealism
99,1,0,3,0,1,4,3,ActionPainting
8166,177,242,2084,244,1647,1033,2,Op-Art
855,40,45,1105,84,292,91,1,Surreal-Surrealism
205,6,1,20,1,0,2,3,Minimalism-Art
28,0,0,0,0,0,0,1,Colour-Field-Painting
580,9,5,638,16,128,93,1,ActionPainting
345,22,60,247,18,105,55,4,Cubism
117,9,6,279,11,37,0,1,Hard-Edge-Art
73,6,1,75,12,44,1,3,Colour-Field-Painting
1825,112,151,1122,111,601,496,3,Post-impressionism
723,0,0,1,0,0,8,2,Op-Art
390,0,0,0,0,0,0,0,Colour-Field-Painting
2839,98,11,7402,193,942,270,1,Post-impressionism
2776,99,26,4470,198,1294,476,2,ActionPainting
275,5,12,139,9,42,62,1,ActionPainting
99,0,0,9,3,18,6,1,Surreal-Surrealism
506,10,7,149,13,159,40,3,Post-impressionism
200,0,26,71,2,7,16,3,Cubism
414,2,0,56,2,21,2,1,Hard-Edge-Art
318,26,21,96,5,78,120,2,ActionPainting
969,46,15,989,102,241,126,1,Cubism
207,7,12,164,12,56,22,2,Surreal-Surrealism
206,0,0,36,1,14,3,3,Surreal-Surrealism
1123,66,41,755,91,557,497,2,Post-impressionism
136,0,1,5,0,2,7,2,Hard-Edge-Art
408,12,8,379,11,107,61,2,Surreal-Surrealism
238,4,4,129,8,37,27,2,Surreal-Surrealism
1193,15,8,127,38,360,137,3,ActionPainting
313,13,13,288,10,69,20,1,ORPHISM
768,18,26,389,23,197,82,1,Post-impressionism
272,10,9,51,1,27,16,1,ORPHISM
54,3,4,72,5,17,2,2,Colour-Field-Painting
310,18,12,342,5,31,102,2,ActionPainting
278,17,21,69,4,34,0,2,Colour-Field-Painting
949,41,76,1083,51,317,119,1,Cubism
59,0,0,5,0,0,0,2,Hard-Edge-Art
1256,0,0,1007,5,5,66,1,Op-Art
604,11,7,649,8,55,9,1,Cubism
567,15,12,314,14,91,64,4,Cubism
278,8,15,135,15,56,26,3,ORPHISM
1615,51,70,1102,89,525,236,2,Expressionism
265,4,7,335,17,121,43,2,Post-impressionism
343,12,19,226,13,48,22,1,Cubism
298,7,3,182,13,101,49,1,ActionPainting
187,9,3,17,3,18,27,3,Minimalism-Art
396,33,27,724,41,246,32,3,ActionPainting
1099,24,46,550,32,203,118,1,Expressionism
1073,39,12,2118,91,459,92,2,Expressionism
65,0,1,9,0,7,1,1,Minimalism-Art
279,6,2,195,3,45,10,1,Surreal-Surrealism
70,6,8,160,15,29,4,2,Hard-Edge-Art
97,1,1,86,2,21,3,2,Cubism
233,0,0,1,0,0,18,2,ActionPainting
765,4,0,48,4,21,2,1,Op-Art
5125,78,12,2399,228,654,162,3,Expressionism
221,4,4,50,8,42,10,3,Surreal-Surrealism
178,2,0,21,4,17,9,1,ActionPainting
1180,38,37,1057,53,420,139,2,Post-impressionism
133,0,2,37,3,29,8,2,Cubism
536,33,46,435,26,151,37,3,Expressionism
454,11,12,119,8,79,37,2,Surreal-Surrealism
199,0,1,12,0,5,0,1,Op-Art
275,20,11,781,29,214,100,3,Surreal-Surrealism
971,65,133,1391,70,332,151,1,Expressionism
1432,80,70,4069,100,486,167,1,Cubism
157,29,21,165,26,113,6,2,Colour-Field-Painting
3021,84,38,2935,237,1207,288,2,Post-impressionism
51,0,1,8,0,10,5,1,ActionPainting
32,3,0,32,7,12,3,1,Hard-Edge-Art
307,1,0,6,3,5,16,2,Hard-Edge-Art
821,0,0,190,0,1,188,2,Hard-Edge-Art
1719,37,11,1497,95,856,105,2,Op-Art
808,16,11,426,15,226,133,1,Surreal-Surrealism
87,13,8,150,8,58,1,2,Hard-Edge-Art
91,13,16,136,13,58,11,4,Colour-Field-Painting
178,1,0,118,5,50,16,1,Op-Art
70,9,6,342,9,43,29,1,ActionPainting
1153,47,57,904,65,380,132,2,Expressionism
681,5,0,11,0,7,3,1,Op-Art
543,11,22,242,19,133,49,2,Expressionism
308,10,15,270,17,87,37,1,Post-impressionism
134,0,0,1,0,1,1,2,ActionPainting
73,2,1,34,2,21,17,1,ActionPainting
175,1,3,19,0,16,41,1,Minimalism-Art
279,0,2,420,0,2,1,1,Hard-Edge-Art
193,2,1,13,0,6,5,2,Hard-Edge-Art
325,3,4,217,7,33,8,4,ORPHISM
192,3,3,11,1,23,20,1,Colour-Field-Painting
120,0,0,10,0,0,17,1,ActionPainting
464,14,34,440,19,133,49,1,Surreal-Surrealism
605,2,0,11,11,124,25,1,Op-Art
395,1,0,1,2,25,1,1,Op-Art
424,22,32,281,23,138,71,3,ORPHISM
45,0,0,2,0,3,6,1,Minimalism-Art
289,21,18,228,11,47,11,2,Op-Art
2673,156,206,3641,172,959,556,1,Expressionism
147,0,2,144,4,12,9,1,Minimalism-Art
398,16,19,130,11,99,45,1,Surreal-Surrealism
59,1,4,21,1,10,1,3,Colour-Field-Painting
4006,72,81,1425,116,388,503,1,Post-impressionism
30,0,1,5,0,2,0,2,Minimalism-Art
404,4,4,86,7,77,36,1,Surreal-Surrealism
213,2,1,3,0,4,13,3,Hard-Edge-Art
84,11,7,42,3,37,34,3,ActionPainting
41,0,0,2,0,0,2,1,Hard-Edge-Art
192,1,0,121,2,41,7,2,Cubism
463,22,31,243,20,72,130,3,ORPHISM
367,50,57,1306,53,241,52,2,Post-impressionism
770,36,64,511,44,226,122,3,ORPHISM
59,0,0,6,0,2,0,1,Colour-Field-Painting
835,32,50,181,15,179,197,1,Expressionism
881,45,89,294,38,203,46,3,Colour-Field-Painting
56,0,0,0,0,1,0,3,Hard-Edge-Art
418,3,1,153,11,70,12,2,Cubism
935,26,46,453,39,236,85,2,Cubism
614,8,4,33,0,4,4,2,Minimalism-Art
246,5,0,80,9,36,10,3,Hard-Edge-Art
618,6,16,481,23,97,21,2,Post-impressionism
898,30,14,425,26,169,145,1,Surreal-Surrealism
733,26,29,203,22,52,10,1,Minimalism-Art
343,1,1,213,9,85,30,2,Cubism
1189,12,6,39,3,6,8,2,Op-Art
357,6,0,60,0,0,0,1,Minimalism-Art
136,0,0,14,1,2,0,1,Minimalism-Art
203,12,25,133,6,36,22,2,ORPHISM
1433,19,5,189,28,230,184,1,Op-Art
1100,169,334,2543,200,823,129,2,Surreal-Surrealism
114,6,9,155,7,44,12,1,Colour-Field-Painting
856,40,62,1132,40,222,101,1,Expressionism
133,3,6,93,5,50,6,3,Cubism
3604,197,285,2377,136,1149,1025,2,ActionPainting
2723,198,239,3494,206,971,343,3,Expressionism
488,28,34,971,45,282,25,2,Cubism
133,0,2,6,0,0,0,2,Hard-Edge-Art
1888,88,74,1432,137,857,414,1,Expressionism
2171,85,60,1667,144,891,293,2,ActionPainting
165,4,19,29,4,32,25,1,Minimalism-Art
409,17,9,545,33,170,74,1,Cubism
159,0,1,7,1,1,0,3,Hard-Edge-Art
186,4,6,101,9,48,7,3,Post-impressionism
397,21,29,244,19,117,92,3,Post-impressionism
399,4,0,3,0,10,1,1,Op-Art
48,1,1,3,0,0,0,1,Hard-Edge-Art
332,5,6,151,8,100,17,2,Post-impressionism
807,8,4,951,14,64,7,3,ORPHISM
505,14,6,386,29,124,30,3,ActionPainting
184,15,30,262,18,60,13,2,Colour-Field-Painting
280,8,7,439,22,107,33,1,Post-impressionism
449,6,6,392,12,58,8,3,Cubism
864,77,92,1554,82,308,55,3,Surreal-Surrealism
1391,15,16,566,33,305,42,3,Cubism
122,2,0,73,4,20,0,1,Cubism
15,0,0,3,0,1,1,1,Hard-Edge-Art
78,1,3,114,4,22,14,2,Post-impressionism
415,51,124,447,31,189,65,1,ActionPainting
25,0,0,10,0,0,1,1,Minimalism-Art
304,8,5,41,3,19,52,2,Hard-Edge-Art
707,37,51,413,34,201,254,2,Expressionism
4809,229,236,4637,268,1870,769,3,Post-impressionism
200,10,24,106,9,112,8,4,Hard-Edge-Art
3918,103,102,2024,159,832,409,1,Post-impressionism
648,27,35,1243,31,203,171,1,Post-impressionism
67,1,0,20,5,46,10,3,Minimalism-Art
708,35,48,349,23,211,138,2,ORPHISM
491,11,9,154,13,76,28,2,Expressionism
471,0,0,403,1,0,47,1,ActionPainting
1112,67,107,3125,53,335,204,3,Post-impressionism
2019,53,50,1409,103,859,300,3,Post-impressionism
412,21,21,174,19,90,95,3,Expressionism
905,34,40,630,48,173,91,2,ORPHISM
676,44,70,865,61,337,110,3,Post-impressionism
103,3,0,5,0,15,2,3,Colour-Field-Painting
111,54,104,328,118,308,123,1,ActionPainting
368,4,6,151,3,58,19,1,Surreal-Surrealism
521,36,53,441,34,174,23,1,Post-impressionism
152,6,1,25,8,46,40,1,Surreal-Surrealism
131,7,5,88,4,36,8,2,ORPHISM
422,1,0,27,0,1,3,1,Op-Art
768,53,103,447,27,187,225,2,Cubism
2722,32,173,602,67,151,272,1,Op-Art
1225,2,0,22,1,12,0,1,Op-Art
292,1,1,27,1,21,3,1,Surreal-Surrealism
11,4,1,7,0,1,4,2,Minimalism-Art
51,6,3,37,2,13,18,3,Post-impressionism
746,29,13,337,47,323,116,4,Expressionism
100,77,137,701,68,311,6,2,Hard-Edge-Art
40,2,2,19,1,6,10,3,Colour-Field-Painting
345,11,11,266,19,83,30,2,Post-impressionism
876,18,9,288,13,102,70,1,Op-Art
66,22,7,26,1,8,4,1,Minimalism-Art
91,96,109,1421,90,339,3,1,Colour-Field-Painting
1054,37,45,817,48,308,192,2,Expressionism
170,7,5,21,6,37,36,2,Minimalism-Art
99,0,0,1,0,4,10,1,ActionPainting
184,4,6,134,3,28,14,2,Surreal-Surrealism
1288,50,62,712,82,415,271,1,ActionPainting
1063,100,81,1171,97,658,261,1,Surreal-Surrealism
1107,79,163,986,64,295,585,2,Expressionism
733,30,46,587,23,122,408,2,ORPHISM
1500,71,41,1040,71,405,148,1,Surreal-Surrealism
276,6,7,96,16,76,48,2,Colour-Field-Painting
114,3,3,42,11,22,6,3,ActionPainting
306,18,19,305,19,102,34,1,Minimalism-Art
784,33,35,723,20,120,107,4,Hard-Edge-Art
202,1,6,143,11,70,40,1,Surreal-Surrealism
296,3,1,19,4,8,34,1,Hard-Edge-Art
685,50,68,1204,41,238,330,2,Expressionism
500,27,16,908,33,153,43,2,Expressionism
732,56,80,275,25,171,315,2,Cubism
1598,83,100,1871,93,565,202,2,Post-impressionism
1010,13,22,625,31,217,61,2,Surreal-Surrealism
3554,269,135,13424,238,1765,449,3,Post-impressionism
84,0,0,0,0,1,0,2,Hard-Edge-Art
209,5,0,88,4,70,7,2,Cubism
431,5,0,61,12,9,37,1,Op-Art
115,8,10,73,5,33,16,1,Surreal-Surrealism
1119,33,45,465,79,355,187,3,Cubism
519,34,32,532,44,212,113,0,Expressionism
18,1,0,2,0,1,4,1,Colour-Field-Painting
1852,83,9,4532,194,1026,274,1,ActionPainting
679,18,12,818,36,207,109,2,Expressionism
47,0,0,1,0,0,0,1,Colour-Field-Painting
121,6,1,81,4,23,9,1,Cubism
3382,28,14,410,105,1511,270,3,Op-Art
170,32,14,389,33,170,15,2,Expressionism
967,37,38,1252,110,498,24,2,Op-Art
1184,17,7,1848,22,115,84,1,Expressionism
2397,38,125,400,24,250,522,2,Expressionism
1312,66,96,386,44,334,215,2,Post-impressionism
5474,149,138,3120,262,2441,1170,2,Surreal-Surrealism
1575,2,1,58,1,54,25,1,Op-Art
956,27,46,876,45,348,166,3,Post-impressionism
108,0,0,16,0,7,1,1,Minimalism-Art
218,2,1,48,1,26,12,3,Surreal-Surrealism
45,0,0,34,0,0,1,2,Minimalism-Art
323,6,4,213,19,82,46,2,Post-impressionism
249,2,12,203,11,95,7,1,ActionPainting
125,0,0,7,0,1,7,1,Hard-Edge-Art
74,0,0,4,1,2,0,2,Hard-Edge-Art
18,4,0,12,4,16,0,1,Colour-Field-Painting
889,34,46,482,52,310,166,1,Expressionism
53,1,0,6,0,2,1,2,Colour-Field-Painting
154,1,0,26,2,10,0,3,Post-impressionism
251,5,5,139,12,66,38,3,Colour-Field-Painting
392,26,23,498,20,163,23,3,Hard-Edge-Art
603,11,4,389,18,119,56,4,Expressionism
