edge_count,pentagons,triangles,squares,circles,halfcircles,blob_count,color_count,class
456,5,6,135,11,73,18,1,Surreal-Surrealism
2039,29,8,798,50,416,208,2,Op-Art
750,30,27,1170,32,206,73,1,Post-impressionism
1012,35,44,1150,33,178,205,2,Cubism
146,5,6,41,6,31,19,1,ActionPainting
746,21,18,235,30,170,122,2,Expressionism
597,25,26,1236,41,152,36,2,ORPHISM
622,10,7,62,14,75,119,2,Minimalism-Art
396,4,2,137,16,75,35,2,Surreal-Surrealism
318,5,13,148,10,55,11,1,ORPHISM
307,33,70,218,39,204,58,1,Minimalism-Art
891,55,82,1149,52,281,150,2,Expressionism
101,2,0,16,3,9,0,1,ActionPainting
504,31,30,451,40,217,82,1,Post-impressionism
267,9,4,185,23,96,16,1,Expressionism
120,1,0,1,0,4,0,5,Minimalism-Art
52,5,1,31,2,6,10,1,Colour-Field-Painting
213,8,8,57,3,33,61,1,Post-impressionism
2377,59,27,4699,80,521,182,1,Post-impressionism
132,4,1,58,9,36,3,2,Hard-Edge-Art
150,5,1,62,4,18,18,1,ActionPainting
606,33,30,733,34,152,60,1,Expressionism
230,0,0,2,0,0,0,1,Colour-Field-Painting
130,2,7,63,9,39,44,2,Surreal-Surrealism
941,17,12,104,26,307,30,1,Minimalism-Art
952,50,91,599,34,201,194,2,Cubism
365,10,11,123,12,76,37,2,Surreal-Surrealism
161,0,1,0,1,0,9,1,Minimalism-Art
293,4,0,219,4,54,60,2,Cubism
343,13,19,417,20,92,51,1,Surreal-Surrealism
125,5,3,63,0,41,30,2,Post-impressionism
570,34,50,579,32,169,125,1,Expressionism
31,11,3,39,5,35,0,2,Colour-Field-Painting
162,1,3,26,1,22,13,4,Surreal-Surrealism
33,0,0,17,0,0,3,2,Minimalism-Art
243,27,37,133,11,73,17,2,ActionPainting
649,35,21,104,15,62,216,1,ORPHISM
192,3,5,54,5,27,2,3,ORPHISM
92,4,5,66,4,34,30,1,ORPHISM
197,7,15,288,14,58,35,1,Minimalism-Art
328,11,0,1,4,3,20,2,Hard-Edge-Art
140,0,0,0,0,2,1,2,Hard-Edge-Art
798,2,0,30,19,186,2,1,Surreal-Surrealism
261,9,1,158,12,47,24,1,ActionPainting
1986,65,59,1395,117,681,349,4,Post-impressionism
108,2,3,85,6,30,9,1,Post-impressionism
1060,77,76,2874,95,396,78,3,Expressionism
98,5,2,66,2,16,10,2,Cubism
476,16,27,199,11,77,53,2,Cubism
153,13,9,103,6,55,22,1,Post-impressionism
1089,28,36,862,36,222,67,2,Expressionism
2528,121,174,3975,152,885,233,1,Post-impressionism
106,1,2,38,2,24,3,2,ActionPainting
85,7,3,35,7,15,1,1,Minimalism-Art
380,9,1,147,11,56,10,2,Post-impressionism
256,1,5,97,5,42,19,2,Surreal-Surrealism
362,0,0,0,0,8,0,1,Op-Art
988,31,30,444,49,215,129,3,Cubism
285,7,9,150,5,72,24,1,Post-impressionism
68,56,7,1336,64,213,108,1,Minimalism-Art
305,17,16,971,26,95,54,3,Post-impressionism
19,0,0,1,0,0,4,3,Hard-Edge-Art
443,10,20,792,14,86,86,2,ActionPainting
525,15,6,121,9,74,45,2,Surreal-Surrealism
613,14,15,292,15,73,24,2,Surreal-Surrealism
802,0,0,0,0,0,1,1,Colour-Field-Painting
313,0,0,1,2,6,37,1,Minimalism-Art
618,20,30,474,27,153,79,1,ORPHISM
2420,35,14,1343,59,279,275,2,Surreal-Surrealism
640,9,1,297,17,131,41,3,Surreal-Surrealism
2181,208,241,2428,270,1327,1641,1,Minimalism-Art
880,44,39,756,40,186,80,2,Cubism
66,0,4,3,0,0,4,2,Hard-Edge-Art
2366,114,103,1119,116,840,632,2,Post-impressionism
1425,59,79,349,41,280,271,2,Expressionism
539,7,18,139,15,128,80,1,ActionPainting
277,4,11,274,10,71,13,2,Cubism
188,6,7,66,5,29,13,2,Colour-Field-Painting
1619,42,37,819,61,457,155,1,Surreal-Surrealism
350,9,6,159,7,40,51,1,Hard-Edge-Art
10252,3,0,19,37,222,161,1,Op-Art
45,10,5,131,6,18,3,1,Hard-Edge-Art
1483,70,193,439,229,1168,220,2,Minimalism-Art
136,6,1,25,4,39,11,1,Minimalism-Art
343,24,14,470,36,205,80,2,ORPHISM
194,8,3,115,8,47,31,1,Surreal-Surrealism
570,153,286,741,57,296,143,1,Hard-Edge-Art
574,24,51,669,32,150,164,1,Post-impressionism
82,0,0,0,0,0,0,1,Minimalism-Art
81,13,8,540,31,105,18,2,Colour-Field-Painting
1997,34,23,929,55,467,124,3,Surreal-Surrealism
603,19,32,594,33,147,58,2,Surreal-Surrealism
277,12,4,57,5,27,48,1,Minimalism-Art
893,24,17,354,19,182,90,1,Colour-Field-Painting
655,26,24,277,19,94,101,1,Post-impressionism
1941,97,95,2119,123,677,361,2,Expressionism
138,19,25,243,20,122,41,1,ActionPainting
566,21,10,268,25,169,86,3,Surreal-Surrealism
340,4,4,25,2,8,24,1,Colour-Field-Painting
810,58,101,392,36,215,386,2,Expressionism
147,4,0,122,10,25,18,1,Minimalism-Art
807,4,0,953,16,41,21,3,ActionPainting
1366,61,78,1065,59,389,64,1,Post-impressionism
1290,183,8,200,87,488,533,1,Op-Art
3888,205,162,5694,206,1487,847,1,ActionPainting
392,10,8,134,6,53,70,1,ActionPainting
152,9,4,16,2,8,34,1,ActionPainting
1079,31,38,759,42,332,140,2,Surreal-Surrealism
53,0,0,9,0,1,3,2,Hard-Edge-Art
463,13,2,882,12,103,25,2,Surreal-Surrealism
1623,0,0,3,0,26,14,2,Op-Art
1304,59,64,1233,65,310,85,1,Expressionism
43,2,2,22,3,8,7,2,Post-impressionism
1415,14,4,356,34,112,88,1,Expressionism
83,0,0,16,2,7,8,2,ActionPainting
203,0,0,1,0,0,3,2,Hard-Edge-Art
639,34,32,604,31,212,57,2,Surreal-Surrealism
1648,34,15,2535,74,336,120,3,Post-impressionism
376,9,13,228,8,43,8,2,Hard-Edge-Art
359,1,1,26,2,13,5,1,Cubism
487,7,10,466,5,54,94,3,ORPHISM
405,8,13,227,4,36,40,2,ActionPainting
2091,94,49,3201,179,706,312,1,Expressionism
1139,7,0,163,5,97,25,1,Op-Art
230,5,14,86,5,25,20,2,Hard-Edge-Art
599,50,54,488,34,229,34,2,Post-impressionism
11,1,7,34,2,5,5,1,Colour-Field-Painting
328,0,7,115,4,69,14,2,Colour-Field-Painting
186,2,1,61,0,17,5,1,Minimalism-Art
168,1,0,21,0,6,5,1,ActionPainting
90,0,0,0,0,0,0,1,Minimalism-Art
396,34,20,1991,45,277,108,2,Expressionism
1234,54,52,942,93,303,156,4,Expressionism
962,4,0,255,2,54,13,1,Op-Art
696,21,29,530,50,263,96,2,Expressionism
486,16,18,273,37,160,87,1,Surreal-Surrealism
347,1,0,13,0,10,13,1,Op-Art
73,0,1,3,0,1,7,1,Hard-Edge-Art
1275,19,18,1673,40,203,53,3,Cubism
531,32,33,1005,47,284,44,1,ActionPainting
171,0,2,0,0,1,0,2,Hard-Edge-Art
1257,50,62,967,49,326,248,3,Surreal-Surrealism
2655,88,100,2289,108,876,494,3,ActionPainting
144,0,0,1,0,0,0,1,Colour-Field-Painting
86,0,0,21,1,7,4,1,ActionPainting
7,0,0,4,0,0,1,3,Hard-Edge-Art
132,0,0,4,0,4,1,2,ORPHISM
689,18,13,159,21,176,88,2,Surreal-Surrealism
568,1,0,15,8,92,9,2,Cubism
328,0,0,0,0,0,3,0,Colour-Field-Painting
304,2,2,50,10,12,44,2,Minimalism-Art
138,2,1,64,2,40,5,3,Cubism
611,17,16,182,16,100,5,2,Colour-Field-Painting
252,0,0,56,4,4,49,1,ActionPainting
951,32,69,1360,70,368,224,2,Cubism
932,9,8,236,12,154,82,2,Cubism
209,0,0,21,0,0,7,1,Hard-Edge-Art
631,14,14,151,12,107,26,2,ORPHISM
1002,21,3,1717,16,164,116,2,Op-Art
39,0,0,5,0,0,1,3,Hard-Edge-Art
523,0,2,25,0,0,7,1,Hard-Edge-Art
179,16,8,72,7,40,12,2,Colour-Field-Painting
474,12,7,203,25,125,40,2,Post-impressionism
424,104,24,296,10,51,113,3,Cubism
157,8,10,523,21,73,24,1,Expressionism
2572,104,97,2229,124,912,406,1,Cubism
2013,4,6,14,4,34,74,1,Op-Art
139,0,1,18,0,9,7,2,Colour-Field-Painting
1368,60,78,3690,94,381,245,2,Hard-Edge-Art
837,26,7,392,26,186,119,1,Surreal-Surrealism
1783,120,100,3090,97,633,397,2,Surreal-Surrealism
317,4,8,55,5,33,10,1,ORPHISM
217,21,32,275,18,87,35,1,Minimalism-Art
1828,71,102,2363,78,389,325,3,Expressionism
3046,110,83,2129,137,727,499,1,Post-impressionism
488,11,3,111,5,37,23,1,Cubism
2475,91,212,1299,124,741,563,2,Post-impressionism
510,91,148,1502,103,456,1,2,Colour-Field-Painting
128,21,19,166,15,76,0,2,Hard-Edge-Art
1146,2,6,2,24,89,708,1,Op-Art
648,17,12,444,12,98,79,2,ActionPainting
216,5,4,43,10,35,25,2,Cubism
915,41,56,857,35,240,187,2,Expressionism
271,5,3,92,9,57,23,2,Cubism
26,0,0,7,0,1,0,1,Hard-Edge-Art
922,36,41,349,38,247,161,3,Post-impressionism
1308,55,58,2727,81,398,193,1,Cubism
328,6,2,205,18,141,15,3,Cubism
373,9,44,267,11,85,46,2,Post-impressionism
394,34,0,129,7,35,200,1,Op-Art
666,15,17,164,40,251,222,1,Post-impressionism
23,0,0,2,0,0,0,1,Minimalism-Art
135,5,1,67,3,45,18,2,Minimalism-Art
819,40,57,569,33,203,196,1,Surreal-Surrealism
468,9,12,147,12,71,59,1,Minimalism-Art
119,0,0,3,1,1,4,1,Hard-Edge-Art
1106,65,103,1964,100,710,101,1,Cubism
645,18,22,454,24,117,20,3,ORPHISM
2900,129,98,5704,232,1348,404,3,Post-impressionism
94,0,0,7,1,5,5,2,ActionPainting
1051,44,57,2223,56,290,76,3,Expressionism
351,9,11,81,9,94,24,2,Post-impressionism
730,45,21,3665,66,251,119,1,ORPHISM
1665,0,1,6,4,15,0,1,Op-Art
215,16,11,43,7,25,56,1,Minimalism-Art
128,7,8,182,13,61,9,1,Colour-Field-Painting
787,30,3,1796,51,379,129,2,Cubism
284,9,11,202,12,74,54,2,Expressionism
635,1,0,2,2,10,29,1,Op-Art
23,5,5,45,4,28,1,1,Colour-Field-Painting
534,23,28,883,35,145,50,2,Surreal-Surrealism
859,65,72,804,47,377,126,3,Post-impressionism
33,2,0,1,0,1,4,1,Colour-Field-Painting
256,39,46,307,30,212,106,2,Colour-Field-Painting
240,3,3,84,6,73,17,1,Cubism
120,0,1,72,0,3,9,1,Hard-Edge-Art
4,0,0,1,0,0,0,1,Colour-Field-Painting
228,0,1,1,1,2,19,1,Minimalism-Art
449,19,25,577,17,91,120,2,ActionPainting
32,2,0,1,0,3,0,2,Hard-Edge-Art
296,16,27,352,16,99,28,3,ORPHISM
125,17,51,301,10,41,1,2,Colour-Field-Painting
747,41,50,165,19,127,160,1,Post-impressionism
102,2,2,11,0,10,20,1,ActionPainting
543,17,40,81,8,36,10,1,Hard-Edge-Art
462,10,11,152,12,86,13,2,Post-impressionism
1358,82,154,1082,69,388,558,2,Expressionism
46,2,0,9,1,8,0,3,Hard-Edge-Art
107,1,1,40,1,11,5,1,Minimalism-Art
599,28,41,359,26,109,58,1,Cubism
682,40,19,2597,73,260,68,3,Colour-Field-Painting
324,13,15,174,10,40,65,2,ActionPainting
551,31,37,721,35,221,33,2,Colour-Field-Painting
157,8,2,122,7,27,17,1,Cubism
1779,17,7,652,44,212,82,2,Expressionism
100,10,11,86,9,52,11,1,Colour-Field-Painting
71,7,3,26,6,20,2,1,Colour-Field-Painting
7449,397,820,1753,195,1175,1070,2,Expressionism
685,59,87,895,51,365,153,2,Post-impressionism
62,1,1,2,1,0,0,2,Colour-Field-Painting
2130,102,107,1223,109,900,674,3,Post-impressionism
495,0,0,1,0,0,0,2,Colour-Field-Painting
485,30,35,670,24,199,112,2,Minimalism-Art
1527,41,11,5029,71,287,152,2,Expressionism
1099,35,35,1833,47,256,46,2,Expressionism
49,0,0,0,0,0,0,2,Colour-Field-Painting
2529,142,103,4283,210,891,197,1,Cubism
1640,40,37,5046,83,419,126,1,Surreal-Surrealism
105,6,4,47,4,24,2,2,Colour-Field-Painting
114,1,4,25,3,6,2,1,ActionPainting
147,6,3,107,4,23,36,2,Colour-Field-Painting
384,18,29,217,21,100,22,2,Colour-Field-Painting
360,10,2,149,16,67,57,1,Op-Art
435,17,25,689,15,72,18,3,Cubism
539,0,1,1,0,6,5,1,Op-Art
1325,35,1,67,0,7,0,1,Op-Art
184,2,2,105,5,36,8,3,ActionPainting
2789,148,106,3600,125,817,615,1,Surreal-Surrealism
318,0,0,10,3,11,0,1,Op-Art
320,28,15,363,35,155,433,1,Expressionism
305,11,23,101,6,58,80,1,Op-Art
1949,73,84,1506,110,682,376,2,Post-impressionism
129,1,0,33,0,20,1,2,Surreal-Surrealism
63,1,3,91,2,25,8,2,Post-impressionism
1101,24,32,287,17,140,78,3,Surreal-Surrealism
163,3,4,146,5,26,23,2,Surreal-Surrealism
453,12,13,218,15,46,78,2,ActionPainting
2670,4,1,6,3,32,82,1,Op-Art
157,1,0,2,0,0,0,1,Hard-Edge-Art
93,0,0,8,0,2,3,2,Hard-Edge-Art
219,2,0,98,6,59,34,1,Expressionism
227,19,10,601,26,141,50,2,Expressionism
31,0,0,0,0,0,1,1,Hard-Edge-Art
1566,96,138,2267,90,552,248,1,Expressionism
64,27,16,30,7,10,6,1,Minimalism-Art
139,2,1,6,0,4,4,2,ORPHISM
1528,57,84,1519,126,459,258,2,Expressionism
806,27,70,397,29,211,75,2,Post-impressionism
484,17,4,43,8,54,70,1,ActionPainting
36,0,1,11,0,3,1,2,ActionPainting
150,9,1,133,14,24,54,1,Minimalism-Art
2199,85,135,2773,140,599,326,2,Expressionism
128,1,0,1,0,1,5,1,Hard-Edge-Art
3198,85,21,2881,164,999,554,2,Surreal-Surrealism
150,1,1,156,2,13,1,2,Hard-Edge-Art
815,65,57,1470,72,329,164,1,Cubism
283,27,21,634,38,275,30,3,ORPHISM
615,40,47,519,28,204,159,2,Surreal-Surrealism
646,31,37,614,37,226,66,3,Surreal-Surrealism
247,2,1,89,5,28,10,3,Minimalism-Art
367,9,7,135,15,82,24,3,Surreal-Surrealism
152,1,0,1,0,1,0,1,Hard-Edge-Art
499,11,8,129,17,82,33,3,Cubism
121,0,3,2,0,2,5,1,Minimalism-Art
738,38,24,609,44,248,116,1,Minimalism-Art
62,5,2,240,10,18,32,1,Minimalism-Art
3530,0,8,48,0,0,0,2,Hard-Edge-Art
531,17,21,634,36,149,129,2,Surreal-Surrealism
2362,134,140,4038,160,1114,553,2,ActionPainting
177,31,21,541,31,175,67,1,Post-impressionism
129,2,1,12,1,8,8,3,Hard-Edge-Art
83,3,6,26,4,17,11,1,Colour-Field-Painting
179,8,9,179,5,49,17,2,Post-impressionism
837,48,88,989,57,417,108,2,Hard-Edge-Art
53,4,6,83,0,9,1,1,Hard-Edge-Art
422,10,9,206,15,122,22,2,Op-Art
1237,31,58,860,61,330,146,3,ORPHISM
34,1,5,61,5,28,2,1,Colour-Field-Painting
677,22,26,548,26,107,22,2,ORPHISM
126,1,1,114,6,24,8,2,ActionPainting
912,45,68,541,34,292,292,1,Post-impressionism
2014,37,1,3894,41,446,410,1,Op-Art
708,27,13,944,39,274,167,2,ORPHISM
810,69,107,1211,47,290,151,2,Surreal-Surrealism
1817,104,119,4453,117,556,293,2,ORPHISM
1554,67,55,322,44,176,159,1,Expressionism
498,10,11,141,8,80,110,2,Expressionism
1850,79,113,1721,98,579,465,3,Post-impressionism
618,28,41,664,33,249,148,1,Post-impressionism
853,24,21,225,33,197,84,1,Cubism
341,8,4,58,8,32,10,1,ActionPainting
307,22,16,431,29,141,26,2,Hard-Edge-Art
77,1,0,40,2,14,6,1,Surreal-Surrealism
90,4,4,44,3,24,4,1,ORPHISM
858,18,17,929,16,210,79,1,Cubism
134,1,0,22,3,6,4,2,Colour-Field-Painting
528,80,95,502,54,269,23,1,Colour-Field-Painting
498,7,12,243,21,134,5,2,ActionPainting
262,1,0,162,3,32,13,3,Cubism
212,5,6,137,9,44,4,3,ActionPainting
992,1,2,261,0,24,40,3,Op-Art
512,20,9,438,19,147,55,2,Surreal-Surrealism
532,2,1,7,3,4,34,1,Op-Art
1915,27,2,84,40,712,210,1,Op-Art
510,42,39,345,30,139,33,2,Op-Art
839,17,14,413,21,142,72,1,Cubism
3197,58,33,1591,91,878,564,2,Minimalism-Art
45,11,19,197,14,61,8,1,Hard-Edge-Art
982,42,43,1920,63,269,194,1,Expressionism
79,0,1,0,0,3,2,3,Colour-Field-Painting
2185,125,180,2332,132,542,291,2,Expressionism
403,23,72,226,49,301,21,1,Hard-Edge-Art
4272,83,55,2921,209,1205,421,1,Cubism
82,2,0,6,0,6,3,1,Op-Art
209,7,2,163,13,84,27,1,ActionPainting
3,0,0,1,0,0,0,2,Minimalism-Art
512,16,9,457,24,150,87,2,ActionPainting
1890,0,1,2245,12,66,128,3,Colour-Field-Painting
554,11,17,135,14,119,54,2,Expressionism
119,42,36,376,42,169,28,3,Colour-Field-Painting
1117,55,120,1859,57,243,243,1,Expressionism
251,21,18,360,8,91,47,2,Post-impressionism
1522,82,70,2668,142,637,100,1,Surreal-Surrealism
337,14,9,316,15,49,35,1,ORPHISM
120,2,4,61,4,16,2,2,ORPHISM
268,27,26,940,26,83,29,2,Colour-Field-Painting
211,5,4,59,3,12,16,1,Minimalism-Art
2450,84,88,3641,126,975,417,2,Post-impressionism
98,3,5,43,11,19,7,1,ActionPainting
295,11,3,168,12,41,26,1,Surreal-Surrealism
608,17,24,239,18,106,53,3,ORPHISM
376,11,10,82,13,114,70,2,ActionPainting
513,4,1,49,3,17,1,2,Hard-Edge-Art
332,11,12,345,12,69,32,2,Surreal-Surrealism
270,6,5,84,8,45,26,3,Cubism
15,0,0,0,0,1,1,2,Hard-Edge-Art
55,0,0,2,0,1,4,2,Colour-Field-Painting
294,4,11,129,5,32,31,2,ActionPainting
31,0,0,4,0,3,0,3,Colour-Field-Painting
332,6,6,163,12,137,23,1,Surreal-Surrealism
270,4,2,342,16,63,39,1,ActionPainting
66,0,1,1,0,5,3,2,Minimalism-Art
544,123,148,574,110,675,232,1,Colour-Field-Painting
72,7,8,23,3,19,16,2,ActionPainting
1231,0,0,4,0,0,9,2,ActionPainting
1142,48,49,1027,70,400,122,1,Surreal-Surrealism
802,46,43,686,28,223,72,3,Cubism
41,0,0,0,0,0,0,2,Colour-Field-Painting
73,0,0,5,0,2,3,2,ActionPainting
145,3,2,28,4,14,3,2,ORPHISM
1411,133,166,5146,136,592,620,1,Expressionism
154,4,6,35,1,14,11,1,Colour-Field-Painting
3329,104,36,15383,281,1380,171,2,ORPHISM
415,0,1,4,0,0,27,2,Hard-Edge-Art
860,12,0,8,22,119,21,1,Surreal-Surrealism
1313,66,101,2291,85,430,117,2,Expressionism
38,1,2,9,2,3,3,3,Hard-Edge-Art
777,30,40,835,52,270,104,1,Cubism
69,0,0,1,0,0,0,1,Minimalism-Art
64,0,1,8,0,4,1,1,Colour-Field-Painting
31,0,0,3,0,4,1,3,Hard-Edge-Art
427,17,21,261,14,86,32,3,ORPHISM
326,36,61,103,8,35,31,2,ORPHISM
597,0,0,0,2,13,7,2,Hard-Edge-Art
561,12,12,380,21,164,22,3,Surreal-Surrealism
1022,0,0,2,0,0,6,1,Colour-Field-Painting
90,0,0,15,0,1,1,3,Minimalism-Art
87,2,4,7,0,10,10,2,ActionPainting
334,23,16,123,6,63,16,1,Colour-Field-Painting
184,0,0,4,0,17,4,2,ActionPainting
278,2,1,49,3,22,17,4,Hard-Edge-Art
145,41,72,251,28,117,23,2,Minimalism-Art
1172,37,44,1208,41,295,164,1,Expressionism
132,0,4,486,0,0,0,1,Hard-Edge-Art
513,16,8,72,3,48,22,1,Colour-Field-Painting
605,16,35,206,16,128,56,1,Expressionism
489,15,19,429,28,170,49,3,Post-impressionism
724,12,8,440,36,239,111,3,Expressionism
383,8,2,93,8,95,25,1,Surreal-Surrealism
3035,79,27,1230,130,567,317,1,Expressionism
608,57,25,3032,72,371,70,1,Post-impressionism
1070,28,42,582,39,398,192,3,ORPHISM
639,20,25,372,15,150,39,3,Surreal-Surrealism
742,27,11,131,19,164,155,3,Expressionism
78,0,5,2,0,1,0,2,Hard-Edge-Art
250,6,5,87,13,76,6,2,Surreal-Surrealism
166,1,0,1,1,7,2,1,Minimalism-Art
336,6,15,208,10,100,59,3,Surreal-Surrealism
129,1,4,43,1,15,12,2,ActionPainting
736,13,7,321,18,105,23,3,Cubism
671,4,0,91,7,37,21,1,Post-impressionism
570,4,0,82,4,12,4,1,Op-Art
354,23,43,251,29,107,137,2,Expressionism
227,17,13,415,12,97,17,1,ActionPainting
96,0,0,122,0,20,3,3,ORPHISM
58,6,11,78,7,25,80,1,Minimalism-Art
4219,14,7,1313,80,588,306,2,Op-Art
234,3,0,73,1,6,1,1,Hard-Edge-Art
47,0,0,0,0,0,0,1,Minimalism-Art
25,0,0,1,0,2,0,1,Hard-Edge-Art
563,9,11,100,19,139,81,2,Cubism
103,2,1,119,8,22,6,2,Hard-Edge-Art
467,10,11,147,6,86,76,2,Minimalism-Art
262,9,2,1060,10,75,20,1,Colour-Field-Painting
735,28,23,353,43,264,127,2,Post-impressionism
1635,35,29,2565,72,769,82,2,Surreal-Surrealism
469,26,18,288,39,213,98,1,Surreal-Surrealism
816,0,0,190,0,1,188,2,Op-Art
625,2,3,115,9,73,22,2,Surreal-Surrealism
141,6,3,81,7,38,10,2,Colour-Field-Painting
1233,75,83,504,45,271,208,2,Expressionism
1031,109,72,4949,142,674,70,4,Expressionism
466,15,15,607,6,152,33,2,ORPHISM
174,0,0,3,0,4,0,1,Hard-Edge-Art
2577,198,302,3276,236,950,601,1,Expressionism
5489,360,1,2665,113,439,1788,2,Expressionism
287,21,22,182,6,30,1,2,Colour-Field-Painting
163,4,4,161,7,61,19,1,Cubism
13,0,0,1,0,0,0,1,Hard-Edge-Art
2633,59,46,1312,90,486,245,1,Post-impressionism
1893,38,0,385,32,198,38,1,Op-Art
113,6,2,45,1,14,15,2,Colour-Field-Painting
158,0,1,182,18,37,0,2,Hard-Edge-Art
299,0,5,95,4,20,6,3,ActionPainting
1875,100,108,5131,120,584,297,2,Expressionism
539,11,13,180,18,92,18,2,ORPHISM
832,59,70,1081,59,305,186,1,Expressionism
201,0,0,1,0,0,0,1,Colour-Field-Painting
46,0,2,85,1,6,10,2,Colour-Field-Painting
130,0,0,9,0,0,2,2,Colour-Field-Painting
2065,67,101,726,79,294,168,3,Expressionism
480,37,52,627,28,182,93,1,ActionPainting
140,66,147,454,43,252,51,1,ActionPainting
130,10,16,133,6,47,27,2,ORPHISM
967,32,48,818,46,219,105,1,Cubism
766,40,45,2024,41,333,143,2,Expressionism
514,7,2,229,24,187,68,2,Post-impressionism
363,8,7,137,8,32,3,2,Hard-Edge-Art
72,0,0,1,0,1,0,3,Hard-Edge-Art
168,0,2,65,4,4,0,4,Hard-Edge-Art
1343,92,196,1391,117,449,564,2,Expressionism
910,47,61,820,64,388,208,0,ORPHISM
65,28,13,148,24,141,22,1,Minimalism-Art
114,3,4,53,3,28,4,2,ORPHISM
444,30,20,971,40,192,94,3,Post-impressionism
685,26,45,290,25,200,223,2,Cubism
716,18,1,75,16,273,207,1,Op-Art
362,1,4,111,1,40,8,1,ORPHISM
382,20,15,707,15,105,31,1,Surreal-Surrealism
2259,10,6,353,31,221,344,1,Op-Art
580,25,67,423,39,230,207,2,Expressionism
1518,18,12,625,37,193,91,2,Surreal-Surrealism
216,3,3,103,2,23,6,3,Cubism
509,22,22,285,23,101,30,1,ORPHISM
1023,21,34,986,25,189,103,1,Expressionism
1099,53,36,1220,56,418,200,2,ActionPainting
255,4,3,58,4,25,4,2,ORPHISM
129,0,0,81,1,38,11,2,Cubism
242,52,120,1227,55,324,49,1,Expressionism
342,12,13,291,14,52,79,3,ORPHISM
1200,8,15,284,27,151,95,2,Cubism
1890,84,171,1670,91,553,330,2,Post-impressionism
236,12,7,228,12,100,25,3,ActionPainting
2209,121,159,846,106,568,571,2,Post-impressionism
2252,164,238,1738,199,1131,593,2,Post-impressionism
2322,82,85,1964,121,855,451,2,ActionPainting
1974,82,11,3901,165,900,326,1,ActionPainting
1918,40,32,848,64,519,215,3,Cubism
955,2,1,13,0,24,6,1,Op-Art
5,0,0,0,0,0,0,0,Hard-Edge-Art
51,0,0,16,0,3,1,2,Colour-Field-Painting
222,4,2,169,5,8,3,2,Op-Art
1821,49,57,2160,93,617,273,2,Post-impressionism
1690,56,54,781,66,319,131,3,Cubism
168,9,14,282,13,46,22,2,Surreal-Surrealism
2879,209,190,1827,167,873,665,2,Expressionism
45,3,5,19,2,7,30,1,Minimalism-Art
91,15,49,96,6,34,7,4,Hard-Edge-Art
40,12,14,138,5,30,3,1,Colour-Field-Painting
34,0,0,26,0,0,1,1,Hard-Edge-Art
216,5,3,108,13,76,9,2,Cubism
361,12,16,194,14,115,35,1,Minimalism-Art
312,9,13,440,18,128,24,1,Surreal-Surrealism
828,22,29,1320,49,291,82,3,Expressionism
71,2,2,47,0,15,2,2,Surreal-Surrealism
707,90,132,4453,98,488,61,3,Expressionism
901,34,51,644,43,262,79,1,Post-impressionism
250,5,9,186,8,55,43,1,Colour-Field-Painting
721,19,12,227,21,93,22,2,Cubism
1771,78,46,951,91,422,240,2,Expressionism
526,12,10,382,25,217,80,2,Expressionism
718,0,0,0,0,0,0,1,Colour-Field-Painting
629,44,16,220,38,194,251,2,Post-impressionism
41,0,0,2,0,0,0,2,Colour-Field-Painting
393,11,7,181,16,74,33,2,Surreal-Surrealism
1933,141,205,2043,147,658,222,3,Cubism
569,11,11,55,14,113,27,1,Surreal-Surrealism
165,26,61,244,13,85,78,2,Expressionism
1022,28,19,273,40,393,139,2,Cubism
1240,29,25,1116,49,219,30,1,Surreal-Surrealism
854,41,57,480,32,218,223,3,Post-impressionism
1337,56,53,311,38,252,247,2,Post-impressionism
90,2,3,25,0,9,13,2,ActionPainting
823,67,78,493,50,215,12,2,Colour-Field-Painting
296,3,4,85,9,90,13,3,ORPHISM
54,0,0,2,0,0,1,2,Colour-Field-Painting
659,32,13,1189,50,227,86,2,Surreal-Surrealism
1576,57,86,2486,86,457,442,2,Expressionism
290,0,0,15,0,48,46,1,Hard-Edge-Art
192,6,13,226,13,28,40,1,ActionPainting
249,12,22,765,11,68,52,2,ActionPainting
4533,387,587,4613,345,1608,954,4,Cubism
1341,73,59,363,66,467,273,1,Expressionism
376,0,1,0,2,10,3,1,Op-Art
632,18,8,425,26,194,43,1,Surreal-Surrealism
81,15,4,556,4,82,6,2,Minimalism-Art
424,18,24,370,23,146,178,2,ActionPainting
549,52,61,905,59,289,120,1,Expressionism
58,1,0,4,0,2,0,2,Colour-Field-Painting
144,2,6,9,2,14,47,1,ActionPainting
453,27,30,192,21,92,80,1,Cubism
982,25,24,442,27,195,207,3,Expressionism
88,3,0,21,1,10,4,2,Hard-Edge-Art
338,2,4,110,6,38,13,3,ORPHISM
139,12,16,129,15,46,4,3,Colour-Field-Painting
3519,393,253,2157,121,742,1097,2,Cubism
982,51,21,603,48,277,280,2,Cubism
1441,63,89,653,51,420,277,2,Post-impressionism
1308,28,23,2297,54,364,147,3,Surreal-Surrealism
467,15,30,601,21,131,44,2,Cubism
2539,664,677,1466,154,798,1573,1,Op-Art
19,16,20,351,28,143,35,1,Colour-Field-Painting
401,9,5,622,16,92,30,3,Post-impressionism
184,12,24,120,8,47,32,1,Post-impressionism
522,19,15,630,22,105,46,1,Surreal-Surrealism
